Event,Track,Parent,Patch,Creation Time [ns],Death Time [ns]
0,400036,397195,AlPatch_2_1,8555.0041479807,8555.0961842501
0,400035,397195,AlPatch_2_1,8555.0041479807,8555.0975481476
0,400270,384693,AlPatch_2_0,12376.814159383,12376.902113471
0,400269,384693,AlPatch_2_0,12376.814159383,12376.919452658
0,400540,368237,AlPatch_2_0,11552.855149473,11552.947222431
0,400539,368237,AlPatch_2_0,11552.855149473,11552.951603622
0,400676,360254,AlPatch_0_0,7320.2495677812,7320.3474206916
0,400675,360254,AlPatch_0_0,7320.2495677812,7320.3474347394
0,400714,358386,AlPatch_2_0,250.73283757903,250.82760850547
0,400713,358386,AlPatch_2_0,250.73283757903,250.83224313131
0,400736,356564,AlPatch_2_0,13110.334172947,13110.427731524
0,400735,356564,AlPatch_2_0,13110.334172947,13110.426525268
0,401202,330856,AlPatch_2_1,6208.1145890148,6208.2046423328
0,401201,330856,AlPatch_2_1,6208.1145890148,6208.2139190504
0,401218,330061,AlPatch_2_0,1122.3877602194,1122.4784967567
0,401217,330061,AlPatch_2_0,1122.3877602194,1122.4901554567
0,401342,322813,AlPatch_1_1,2150.0645102791,2150.1638546171
0,401341,322813,AlPatch_1_1,2150.0645102791,2150.1535801398
0,401694,303497,AlPatch_0_0,3912.8203849316,3912.9220559834
0,401693,303497,AlPatch_0_0,3912.8203849316,3912.9094724012
0,401698,303386,AlPatch_2_1,4166.7934808483,4166.8869016474
0,401697,303386,AlPatch_2_1,4166.7934808483,4166.8905863729
0,401768,298184,AlPatch_0_0,6310.8358862802,6310.9235414855
0,401767,298184,AlPatch_0_0,6310.8358862802,6310.9258118899
0,401920,289376,AlPatch_0_0,4805.2425188184,4805.3286238373
0,401919,289376,AlPatch_0_0,4805.2425188184,4805.3307645504
0,402182,272835,AlPatch_0_1,13725.326545033,13725.417913234
0,402181,272835,AlPatch_0_1,13725.326545033,13725.42352131
0,402274,267635,AlPatch_1_1,11734.530529467,11734.616590026
0,402273,267635,AlPatch_1_1,11734.530529467,11734.61686802
0,402544,251498,AlPatch_1_0,12269.488892833,12269.590203749
0,402543,251498,AlPatch_1_0,12269.488892833,12269.590184969
0,402716,241563,AlPatch_2_0,4682.2943318694,4682.3967527286
0,402715,241563,AlPatch_2_0,4682.2943318694,4682.3965768829
0,402822,235681,AlPatch_1_0,17031.149615431,17031.235364366
0,402821,235681,AlPatch_1_0,17031.149615431,17031.235202356
0,402824,235447,AlPatch_0_1,14327.139779402,14327.240891296
0,402823,235447,AlPatch_0_1,14327.139779402,14327.239914822
0,403004,225400,AlPatch_2_1,12583.876613233,12583.974141399
0,403003,225400,AlPatch_2_1,12583.876613233,12583.973402866
0,403334,205888,AlPatch_0_0,3353.3601376876,3353.4518530414
0,403333,205888,AlPatch_0_0,3353.3601376876,3353.4545373819
0,403954,166550,AlPatch_1_1,8624.1455683724,8624.2322243101
0,403953,166550,AlPatch_1_1,8624.1455683724,8624.2473299696
0,404038,161074,AlPatch_2_1,11680.130157163,11680.222096712
0,404037,161074,AlPatch_2_1,11680.130157163,11680.226215938
0,404070,159924,AlPatch_2_1,5296.6412754182,5296.7273749768
0,404069,159924,AlPatch_2_1,5296.6412754182,5296.7283375103
0,404256,147554,AlPatch_2_0,2625.4961345919,2625.5823672065
0,404255,147554,AlPatch_2_0,2625.4961345919,2625.5822693473
0,404588,128077,AlPatch_1_1,14033.281027724,14033.370569026
0,404587,128077,AlPatch_1_1,14033.281027724,14033.383007966
0,404982,104477,AlPatch_2_1,7712.0700440882,7712.161991532
0,404981,104477,AlPatch_2_1,7712.0700440882,7712.1691450274
0,405026,102810,AlPatch_2_1,6863.917668658,6864.008783667
0,405025,102810,AlPatch_2_1,6863.917668658,6864.0139178645
0,405082,99701,AlPatch_2_1,895.86030744476,895.9458516693
0,405081,99701,AlPatch_2_1,895.86030744476,895.96084182045
0,405318,86923,AlPatch_1_0,16090.169667261,16090.272864279
0,405317,86923,AlPatch_1_0,16090.169667261,16090.257019949
0,405862,55569,AlPatch_2_0,1029.1713806622,1029.2568015247
0,405861,55569,AlPatch_2_0,1029.1713806622,1029.2715380421
0,405946,49857,AlPatch_2_0,1548.0312659097,1548.1265141459
0,405945,49857,AlPatch_2_0,1548.0312659097,1548.1347013776
0,405948,49846,AlPatch_2_0,669.21606500555,669.30505850395
0,405947,49846,AlPatch_2_0,669.21606500555,669.30531995842
0,406162,34581,AlPatch_2_0,449.53060177755,449.6189170589
0,406161,34581,AlPatch_2_0,449.53060177755,449.6191022681
0,406474,17485,AlPatch_2_0,8549.6788974882,8549.7801236729
0,406473,17485,AlPatch_2_0,8549.6788974882,8549.7772090276
0,406484,16383,AlPatch_1_1,822.20764902468,822.30621506011
0,406483,16383,AlPatch_1_1,822.20764902468,822.30788247347
0,406608,8985,AlPatch_1_1,12980.612778849,12980.703884561
0,406607,8985,AlPatch_1_1,12980.612778849,12980.707202755
0,406730,1683,AlPatch_0_1,3473.7459156987,3473.8497227282
0,406729,1683,AlPatch_0_1,3473.7459156987,3473.8316647283
