Event,Track,Parent,Patch,Creation Time [ns],Death Time [ns]
0,31456,27249,AlPatch_1_0,738.5373499082,738.63647388653
0,31455,27249,AlPatch_1_0,738.5373499082,738.63178956039
0,31950,17152,AlPatch_1_0,70580.024637196,70580.12697378
0,31949,17152,AlPatch_1_0,70580.024637196,70580.110475912
0,32070,14983,AlPatch_0_0,125623.78246598,125623.87272115
0,32069,14983,AlPatch_0_0,125623.78246598,125623.86879498
0,32416,7729,AlPatch_0_0,31372.689296019,31372.781606304
0,32415,7729,AlPatch_0_0,31372.689296019,31372.780144378
0,32442,6961,AlPatch_0_1,38827.402002821,38827.503480023
0,32441,6961,AlPatch_0_1,38827.402002821,38827.489062649
0,32590,3773,AlPatch_0_1,5434.2321176585,5434.334187104
0,32589,3773,AlPatch_0_1,5434.2321176585,5434.3260572118
0,32602,3628,AlPatch_1_1,32493.211529723,32493.311495084
0,32601,3628,AlPatch_1_1,32493.211529723,32493.31430885
0,32638,2861,AlPatch_0_0,17489.571864193,17489.669762793
0,32637,2861,AlPatch_0_0,17489.571864193,17489.661161791
