Event,Track,Parent,Patch,Creation Time [ns],Death Time [ns]
0,31364,29129,AlPatch_0_0,4256.8271396443,4256.9336278278
0,31363,29129,AlPatch_0_0,4256.8271396443,4256.9290591756
0,31970,15988,AlPatch_0_1,23522.551851168,23522.648193797
0,31969,15988,AlPatch_0_1,23522.551851168,23522.644914309
0,32020,15130,AlPatch_0_0,145083.36546848,145083.45404506
0,32019,15130,AlPatch_0_0,145083.36546848,145083.46456988
0,32024,14958,AlPatch_0_1,34966.900447313,34967.004345252
0,32023,14958,AlPatch_0_1,34966.900447313,34966.991360436
0,32122,12491,AlPatch_0_1,14405.776078477,14405.876873477
0,32121,12491,AlPatch_0_1,14405.776078477,14405.869368171
0,32340,8047,AlPatch_2_0,41621.465048639,41621.557656132
0,32339,8047,AlPatch_2_0,41621.465048639,41621.556842954
