Event,Track,Parent,Patch,Creation Time [ns],Death Time [ns]
0,250336,214065,AlPatch_2_0,1849.2423901545,1849.332612259
0,250335,214065,AlPatch_2_0,1849.2423901545,1849.3294790013
0,250344,213630,AlPatch_1_1,5120.1471424557,5120.2438648111
0,250343,213630,AlPatch_1_1,5120.1471424557,5120.2456194299
0,250782,164368,AlPatch_0_1,1255.2134561977,1255.3100452981
0,250781,164368,AlPatch_0_1,1255.2134561977,1255.3051441559
0,250788,164222,AlPatch_2_0,435.64594901213,435.74513896085
0,250787,164222,AlPatch_2_0,435.64594901213,435.73742237849
0,250946,145962,AlPatch_1_1,8473.3878316668,8473.4757506413
0,250945,145962,AlPatch_1_1,8473.3878316668,8473.4828555766
0,251014,139403,AlPatch_2_1,4247.9597610039,4248.0543669879
0,251013,139403,AlPatch_2_1,4247.9597610039,4248.0508152719
0,251082,135185,AlPatch_0_0,3315.0420225942,3315.1322619291
0,251081,135185,AlPatch_0_0,3315.0420225942,3315.1389002434
0,251190,123099,AlPatch_0_0,8112.470010907,8112.5617227162
0,251189,123099,AlPatch_0_0,8112.470010907,8112.5564649893
0,251206,121066,AlPatch_1_0,7270.7533300981,7270.8413566944
0,251205,121066,AlPatch_1_0,7270.7533300981,7270.8533458184
0,251276,114755,AlPatch_1_1,4776.1883195174,4776.2901618276
0,251275,114755,AlPatch_1_1,4776.1883195174,4776.2772669338
0,251812,58432,AlPatch_2_1,6335.9190535867,6336.0065103184
0,251811,58432,AlPatch_2_1,6335.9190535867,6336.0055108617
0,251846,53551,AlPatch_2_0,2695.3078378615,2695.4059438403
0,251845,53551,AlPatch_2_0,2695.3078378615,2695.4074256786
0,252118,26704,AlPatch_1_0,7421.3910368918,7421.4789196325
0,252117,26704,AlPatch_1_0,7421.3910368918,7421.4771196475
