Event,Track,Parent,Patch,Creation Time [ns],Death Time [ns]
0,250010,249424,AlPatch_1_1,5364.9077179945,5364.9966686801
0,250009,249424,AlPatch_1_1,5364.9077179945,5364.9964878486
0,250040,246335,AlPatch_2_0,256.04260485996,256.12895745907
0,250039,246335,AlPatch_2_0,256.04260485996,256.13009460155
0,250306,216915,AlPatch_1_0,5919.4810158229,5919.5703409465
0,250305,216915,AlPatch_1_0,5919.4810158229,5919.5685720253
0,250342,210814,AlPatch_2_0,2059.1556232938,2059.2443585878
0,250341,210814,AlPatch_2_0,2059.1556232938,2059.2426291016
0,250684,177330,AlPatch_1_1,4742.4546336577,4742.5417963948
0,250683,177330,AlPatch_1_1,4742.4546336577,4742.540815824
0,250890,152884,AlPatch_1_1,6664.9893585921,6665.0877459751
0,250889,152884,AlPatch_1_1,6664.9893585921,6665.086395649
0,250956,143699,AlPatch_0_1,6824.5960009885,6824.6906041794
0,250955,143699,AlPatch_0_1,6824.5960009885,6824.687262777
0,251040,137501,AlPatch_2_0,871.91038492425,872.00199840319
0,251039,137501,AlPatch_2_0,871.91038492425,872.00041686813
0,251350,103256,AlPatch_0_0,7096.6079614618,7096.7033613121
0,251349,103256,AlPatch_0_0,7096.6079614618,7096.7051204841
0,251468,90513,AlPatch_2_0,895.41290056416,895.50796679639
0,251467,90513,AlPatch_2_0,895.41290056416,895.51022289566
0,251540,83401,AlPatch_2_1,8420.6914321209,8420.777225442
0,251539,83401,AlPatch_2_1,8420.6914321209,8420.7934072875
0,251554,81699,AlPatch_2_1,3386.2924521093,3386.3846126343
0,251553,81699,AlPatch_2_1,3386.2924521093,3386.3848818717
0,251656,69940,AlPatch_0_0,6514.4959902769,6514.5897398725
0,251655,69940,AlPatch_0_0,6514.4959902769,6514.5860178987
0,251770,55549,AlPatch_2_0,5160.8449173025,5160.9366862401
0,251769,55549,AlPatch_2_0,5160.8449173025,5160.9395102688
0,251972,30073,AlPatch_1_0,2419.921579403,2420.0237285075
0,251971,30073,AlPatch_1_0,2419.921579403,2420.0239400026
