Event,Track,Parent,Patch,Creation Time [ns],Death Time [ns]
0,250054,243314,AlPatch_1_0,2243.9230246027,2244.0246709995
0,250053,243314,AlPatch_1_0,2243.9230246027,2244.0271084606
0,250204,226706,AlPatch_1_1,4883.9917671963,4884.0791264597
0,250203,226706,AlPatch_1_1,4883.9917671963,4884.0788517198
0,250280,220271,AlPatch_0_0,7683.1957616004,7683.2831051507
0,250279,220271,AlPatch_0_0,7683.1957616004,7683.2958437864
0,250530,194176,AlPatch_2_0,1122.8505099562,1122.9498657604
0,250529,194176,AlPatch_2_0,1122.8505099562,1122.944340003
0,250746,174889,AlPatch_0_1,1534.5575735323,1534.6471488335
0,250745,174889,AlPatch_0_1,1534.5575735323,1534.6518165057
0,250886,159485,AlPatch_2_1,1157.7545700241,1157.8438115162
0,250885,159485,AlPatch_2_1,1157.7545700241,1157.8531629698
0,251092,138128,AlPatch_2_0,533.21037846292,533.30117616206
0,251091,138128,AlPatch_2_0,533.21037846292,533.30846588901
0,251398,105588,AlPatch_1_1,2554.6600894505,2554.7478955241
0,251397,105588,AlPatch_1_1,2554.6600894505,2554.7470694633
0,251716,67694,AlPatch_2_0,2062.3555111195,2062.4447970903
0,251715,67694,AlPatch_2_0,2062.3555111195,2062.4559406336
0,251804,59055,AlPatch_2_0,254.47553070807,254.56600507539
0,251803,59055,AlPatch_2_0,254.47553070807,254.57431426034
0,251852,55607,AlPatch_1_0,1439.1902121019,1439.2950354399
0,251851,55607,AlPatch_1_0,1439.1902121019,1439.2782875236
0,251950,46976,AlPatch_2_1,495.75608133906,495.85017963971
0,251949,46976,AlPatch_2_1,495.75608133906,495.8514193718
0,252282,6788,AlPatch_2_0,3766.1145299046,3766.2024675522
0,252281,6788,AlPatch_2_0,3766.1145299046,3766.2034686884
0,252330,2096,AlPatch_2_1,3420.4097691324,3420.5038897163
0,252329,2096,AlPatch_2_1,3420.4097691324,3420.4965458122
0,252342,762,AlPatch_0_0,2179.7440902073,2179.8436391518
0,252341,762,AlPatch_0_0,2179.7440902073,2179.8435424129
0,252344,544,AlPatch_0_1,1283.2983016906,1283.3988613531
0,252343,544,AlPatch_0_1,1283.2983016906,1283.3929253407
