Event,Track,Parent,Patch,Creation Time [ns],Death Time [ns]
0,400214,387027,AlPatch_0_0,6654.3844780066,6654.4732462051
0,400213,387027,AlPatch_0_0,6654.3844780066,6654.4728781467
0,400510,367505,AlPatch_2_0,5902.7878345358,5902.8916328378
0,400509,367505,AlPatch_2_0,5902.7878345358,5902.8830810492
0,400732,354010,AlPatch_0_0,11454.0183386,11454.118514359
0,400731,354010,AlPatch_0_0,11454.0183386,11454.11134161
0,400734,353956,AlPatch_2_1,12034.039552225,12034.136346653
0,400733,353956,AlPatch_2_1,12034.039552225,12034.139255965
0,400766,351835,AlPatch_1_0,12412.68633908,12412.775908752
0,400765,351835,AlPatch_1_0,12412.68633908,12412.775280277
0,401060,336880,AlPatch_2_0,2770.3443805451,2770.4349615027
0,401059,336880,AlPatch_2_0,2770.344380545,2770.4414601217
0,401094,335629,AlPatch_2_0,3973.7858127017,3973.8749183272
0,401093,335629,AlPatch_2_0,3973.7858127017,3973.8750039697
0,401328,322568,AlPatch_2_0,3650.0926630599,3650.1881390686
0,401327,322568,AlPatch_2_0,3650.0926630599,3650.1881378774
0,401362,320659,AlPatch_2_0,6142.8008281887,6142.8980971416
0,401361,320659,AlPatch_2_0,6142.8008281887,6142.8916158045
0,401454,314614,AlPatch_2_1,10054.885043652,10054.988691673
0,401453,314614,AlPatch_2_1,10054.885043652,10054.972426186
0,401652,302526,AlPatch_0_1,2050.3205526612,2050.4134892461
0,401651,302526,AlPatch_0_1,2050.3205526612,2050.4175930105
0,402036,279140,AlPatch_1_0,8710.236648348,8710.3241708613
0,402035,279140,AlPatch_1_0,8710.236648348,8710.3261236462
0,402048,278632,AlPatch_2_0,3656.3898922174,3656.4801909219
0,402047,278632,AlPatch_2_0,3656.3898922174,3656.4806103133
0,402504,249495,AlPatch_2_0,504.81991851359,504.91937037703
0,402503,249495,AlPatch_2_0,504.81991851359,504.91399179323
0,402506,249440,AlPatch_2_0,598.99592294684,599.08727995658
0,402505,249440,AlPatch_2_0,598.99592294684,599.08500117237
0,402520,248658,AlPatch_1_0,13095.026089393,13095.11358314
0,402519,248658,AlPatch_1_0,13095.026089393,13095.119185616
0,402566,245982,AlPatch_1_0,2581.3736584305,2581.472024502
0,402565,245982,AlPatch_1_0,2581.3736584305,2581.4672387324
0,402568,245970,AlPatch_2_1,1143.717018076,1143.8102765915
0,402567,245970,AlPatch_2_1,1143.717018076,1143.8105321823
0,403124,212177,AlPatch_2_0,8938.0796719462,8938.1731801696
0,403123,212177,AlPatch_2_0,8938.0796719462,8938.1809964827
0,403666,177631,AlPatch_1_0,3045.7700873214,3045.8621579685
0,403665,177631,AlPatch_1_0,3045.7700873214,3045.8712144365
0,403960,159722,AlPatch_2_1,2984.6678906417,2984.7631252935
0,403959,159722,AlPatch_2_1,2984.6678906417,2984.7652390966
0,404504,129678,AlPatch_1_1,7936.3559823658,7936.4425891166
0,404503,129678,AlPatch_1_1,7936.3559823658,7936.4424886232
0,404790,114356,AlPatch_1_0,17013.870719876,17013.956426739
0,404789,114356,AlPatch_1_0,17013.870719876,17013.972743141
0,405146,94479,AlPatch_0_0,3984.6635828867,3984.7538198324
0,405145,94479,AlPatch_0_0,3984.6635828867,3984.7569532862
0,405194,91959,AlPatch_2_0,10500.748871001,10500.836071396
0,405193,91959,AlPatch_2_0,10500.748871001,10500.851393535
0,405686,62691,AlPatch_2_0,15060.517005205,15060.603776777
0,405685,62691,AlPatch_2_0,15060.517005205,15060.605194595
0,405716,61510,AlPatch_0_1,9931.0823527485,9931.1744162662
0,405715,61510,AlPatch_0_1,9931.0823527485,9931.1825693632
0,405732,60495,AlPatch_1_0,11683.334503729,11683.436404474
0,405731,60495,AlPatch_1_0,11683.334503729,11683.426952172
0,405744,60062,AlPatch_2_0,434.29066232624,434.38472464017
0,405743,60062,AlPatch_2_0,434.29066232624,434.38003696191
0,406030,44505,AlPatch_2_0,6884.0145526885,6884.1010117485
0,406029,44505,AlPatch_2_0,6884.0145526885,6884.1065929437
0,406188,34506,AlPatch_1_1,13510.181559539,13510.268167732
0,406187,34506,AlPatch_1_1,13510.181559539,13510.270497712
0,406194,34041,AlPatch_2_0,9729.4008086782,9729.4971642679
0,406193,34041,AlPatch_2_0,9729.4008086782,9729.4924827024
0,406448,19917,AlPatch_2_0,683.79663698381,683.88529466204
0,406447,19917,AlPatch_2_0,683.79663698381,683.88621463273
0,406652,7418,AlPatch_2_1,1309.6079447808,1309.6943537739
0,406651,7418,AlPatch_2_1,1309.6079447808,1309.7038585051
0,406752,1027,AlPatch_0_1,14895.940511611,14896.04266053
0,406751,1027,AlPatch_0_1,14895.940511611,14896.045013018
