Event,Track,Parent,Patch,Creation Time [ns],Death Time [ns]
0,250052,245826,AlPatch_1_0,7505.5008025215,7505.594475394
0,250051,245826,AlPatch_1_0,7505.5008025215,7505.5990800953
0,250076,244002,AlPatch_2_1,7395.1843392331,7395.2871412326
0,250075,244002,AlPatch_2_1,7395.1843392331,7395.2727210847
0,250288,226796,AlPatch_1_1,5900.3011706378,5900.3999366777
0,250287,226796,AlPatch_1_1,5900.3011706378,5900.4003166096
0,250538,200252,AlPatch_2_1,2950.3556683643,2950.4420430019
0,250537,200252,AlPatch_2_1,2950.3556683643,2950.443891629
0,250660,186229,AlPatch_2_1,2367.8436352879,2367.9482951417
0,250659,186229,AlPatch_2_1,2367.8436352879,2367.9313717343
0,250966,155020,AlPatch_2_0,631.53905719718,631.63144341352
0,250965,155020,AlPatch_2_0,631.53905719718,631.63168357564
0,251540,83448,AlPatch_2_0,251.06446245295,251.15458783051
0,251539,83448,AlPatch_2_0,251.06446245295,251.15718493322
0,251672,69507,AlPatch_2_0,257.02422966353,257.11670827829
0,251671,69507,AlPatch_2_0,257.02422966353,257.11616195614
0,251970,38900,AlPatch_2_0,442.22816578059,442.31915230137
0,251969,38900,AlPatch_2_0,442.22816578059,442.32263128048
0,252016,32389,AlPatch_1_0,8357.9468687677,8358.0405541392
0,252015,32389,AlPatch_1_0,8357.9468687677,8358.0467224666
