Event,Track,Parent,Patch,Creation Time [ns],Death Time [ns]
0,31372,29254,AlPatch_1_0,7882.7621354025,7882.8559956551
0,31371,29254,AlPatch_1_0,7882.7621354025,7882.8580705909
0,31424,28278,AlPatch_1_0,31519.280587377,31519.367821436
0,31423,28278,AlPatch_1_0,31519.280587377,31519.369927555
0,31474,27156,AlPatch_0_0,32808.061537464,32808.155577064
0,31473,27156,AlPatch_0_0,32808.061537464,32808.156035884
0,31676,23061,AlPatch_0_0,93835.351278973,93835.448838305
0,31675,23061,AlPatch_0_0,93835.351278973,93835.445342226
0,32040,15623,AlPatch_2_1,6986.6133584907,6986.707600219
0,32039,15623,AlPatch_2_1,6986.6133584907,6986.7051898516
0,32086,14517,AlPatch_0_1,21982.526006772,21982.612998188
0,32085,14517,AlPatch_0_1,21982.526006772,21982.614309218
