Event,Track,Parent,Patch,Creation Time [ns],Death Time [ns]
0,63090,50819,AlPatch_2_0,59816.965246249,59817.061758815
0,63089,50819,AlPatch_2_0,59816.965246249,59817.056638138
0,63318,46675,AlPatch_2_1,17518.069747922,17518.164394019
0,63317,46675,AlPatch_2_1,17518.069747922,17518.162552313
0,63388,44801,AlPatch_1_0,105539.37581972,105539.46421198
0,63387,44801,AlPatch_1_0,105539.37581972,105539.46621544
0,63456,43210,AlPatch_2_0,491.79182850418,491.89324202346
0,63455,43210,AlPatch_2_0,491.79182850418,491.88076070784
0,64184,27601,AlPatch_0_1,26203.285257582,26203.387745143
0,64183,27601,AlPatch_0_1,26203.285257582,26203.375381727
0,64362,24265,AlPatch_1_0,1439.2007487518,1439.305615714
0,64361,24265,AlPatch_1_0,1439.2007487518,1439.2887882571
0,64438,22527,AlPatch_0_1,20804.957427951,20805.047030329
0,64437,22527,AlPatch_0_1,20804.957427951,20805.056273349
0,64952,11418,AlPatch_2_0,46916.477628219,46916.5648713
0,64951,11418,AlPatch_2_0,46916.477628219,46916.579963566
0,65372,2182,AlPatch_2_0,38704.964787984,38705.06227087
0,65371,2182,AlPatch_2_0,38704.964787984,38705.059546213
0,65446,506,AlPatch_2_0,64195.951231474,64196.040963222
0,65445,506,AlPatch_2_0,64195.951231474,64196.049729946
