Event,Track,Parent,Patch,Creation Time [ns],Death Time [ns]
0,2000702,1960380,AlPatch_0_1,1610.1289278876,1610.2239561344
0,2000701,1960380,AlPatch_0_1,1610.1289278876,1610.2240477794
0,2000812,1953865,AlPatch_2_0,263.60621470233,263.70369289497
0,2000811,1953865,AlPatch_2_0,263.60621470233,263.69217021172
0,2001050,1939227,AlPatch_0_1,11975.158118702,11975.256776211
0,2001049,1939227,AlPatch_0_1,11975.158118702,11975.255248768
0,2001204,1929220,AlPatch_2_0,683.11591014855,683.21394405691
0,2001203,1929220,AlPatch_2_0,683.11591014855,683.21020609474
0,2001460,1915735,AlPatch_0_0,5268.22476088,5268.3202487923
0,2001459,1915735,AlPatch_0_0,5268.22476088,5268.3202205797
0,2001590,1906559,AlPatch_0_1,7749.9458130546,7750.0338834092
0,2001589,1906559,AlPatch_0_1,7749.9458130546,7750.0341426711
0,2001634,1903730,AlPatch_2_0,268.27015228202,268.3606857658
0,2001633,1903730,AlPatch_2_0,268.27015228202,268.36727809542
0,2001986,1885778,AlPatch_1_0,8688.2717678185,8688.362455443
0,2001985,1885778,AlPatch_1_0,8688.2717678185,8688.3604065237
0,2001988,1885731,AlPatch_0_1,4802.5543983513,4802.6525117753
0,2001987,1885731,AlPatch_0_1,4802.5543983513,4802.654897637
0,2002186,1872314,AlPatch_2_0,8179.3225599134,8179.4094379473
0,2002185,1872314,AlPatch_2_0,8179.3225599134,8179.4095701366
0,2002330,1863740,AlPatch_2_0,462.57583717061,462.67569972986
0,2002329,1863740,AlPatch_2_0,462.57583717061,462.66338335617
0,2002488,1854287,AlPatch_2_0,1202.644949198,1202.7449889917
0,2002487,1854287,AlPatch_2_0,1202.644949198,1202.7369442575
0,2002502,1853382,AlPatch_0_1,16179.389097649,16179.477020786
0,2002501,1853382,AlPatch_0_1,16179.389097649,16179.476637999
0,2002684,1840118,AlPatch_1_1,17019.97154323,17020.071651431
0,2002683,1840118,AlPatch_1_1,17019.97154323,17020.066641889
0,2002750,1836239,AlPatch_1_1,6805.6475951187,6805.7335600645
0,2002749,1836239,AlPatch_1_1,6805.6475951187,6805.7409419619
0,2002762,1835471,AlPatch_0_0,7013.2474619583,7013.3359962855
0,2002761,1835471,AlPatch_0_0,7013.2474619583,7013.3359330491
0,2002852,1830382,AlPatch_0_1,6911.136804425,6911.223965269
0,2002851,1830382,AlPatch_0_1,6911.136804425,6911.2265176424
0,2002942,1823311,AlPatch_2_1,7636.4821722228,7636.5689649258
0,2002941,1823311,AlPatch_2_1,7636.4821722228,7636.5746497958
0,2003144,1811497,AlPatch_2_0,1135.6820634529,1135.786598093
0,2003143,1811497,AlPatch_2_0,1135.6820634529,1135.7839180781
0,2003216,1807465,AlPatch_2_0,4553.5168198974,4553.6055432915
0,2003215,1807465,AlPatch_2_0,4553.5168198974,4553.6138702278
0,2003414,1795336,AlPatch_2_0,3537.652766464,3537.7404172586
0,2003413,1795336,AlPatch_2_0,3537.652766464,3537.7390599827
0,2003448,1794031,AlPatch_1_0,3201.866520742,3201.9565045521
0,2003447,1794031,AlPatch_1_0,3201.866520742,3201.9566931596
0,2004142,1754260,AlPatch_2_1,2899.4600781543,2899.5627095377
0,2004141,1754260,AlPatch_2_1,2899.4600781543,2899.5633431811
0,2004566,1729665,AlPatch_2_1,14474.503984327,14474.595220839
0,2004565,1729665,AlPatch_2_1,14474.503984327,14474.598675379
0,2004946,1707983,AlPatch_1_0,783.98290544025,784.06940714832
0,2004945,1707983,AlPatch_1_0,783.98290544025,784.07647764655
0,2005194,1691252,AlPatch_2_1,13019.192130116,13019.286778933
0,2005193,1691252,AlPatch_2_1,13019.192130116,13019.286622951
0,2005292,1684532,AlPatch_2_0,289.57210166065,289.66374321527
0,2005291,1684532,AlPatch_2_0,289.57210166065,289.66745483999
0,2005748,1658371,AlPatch_0_1,4083.925079592,4084.0258928994
0,2005747,1658371,AlPatch_0_1,4083.925079592,4084.0265794124
0,2005922,1648349,AlPatch_2_1,1039.8209591723,1039.9082951594
0,2005921,1648349,AlPatch_2_1,1039.8209591723,1039.9088184864
0,2005940,1647354,AlPatch_1_1,6946.7875450086,6946.8754885743
0,2005939,1647354,AlPatch_1_1,6946.7875450086,6946.8743859018
0,2005954,1646795,AlPatch_0_0,19945.865634127,19945.952607568
0,2005953,1646795,AlPatch_0_0,19945.865634127,19945.968325612
0,2006000,1644373,AlPatch_1_1,4965.8512369803,4965.9426386606
0,2005999,1644373,AlPatch_1_1,4965.8512369803,4965.948893433
0,2006166,1633391,AlPatch_2_0,257.06878726733,257.15446394532
0,2006165,1633391,AlPatch_2_0,257.06878726733,257.17092617504
0,2006314,1627091,AlPatch_0_1,16048.01995676,16048.113353527
0,2006313,1627091,AlPatch_0_1,16048.01995676,16048.118693411
0,2006544,1614829,AlPatch_2_1,15037.698845619,15037.802706606
0,2006543,1614829,AlPatch_2_1,15037.698845619,15037.788816185
0,2007020,1589550,AlPatch_2_1,11853.061860059,11853.163002443
0,2007019,1589550,AlPatch_2_1,11853.061860059,11853.159853733
0,2007192,1580281,AlPatch_1_0,8413.7739485088,8413.8639104259
0,2007191,1580281,AlPatch_1_0,8413.7739485088,8413.8749551491
0,2007216,1579670,AlPatch_2_0,1012.2057975958,1012.2996277016
0,2007215,1579670,AlPatch_2_0,1012.2057975958,1012.2958439568
0,2007240,1578585,AlPatch_2_1,1746.6517865149,1746.7408262926
0,2007239,1578585,AlPatch_2_1,1746.6517865149,1746.7412627712
0,2007272,1577346,AlPatch_0_0,10247.875649905,10247.969615671
0,2007271,1577346,AlPatch_0_0,10247.875649905,10247.977822103
0,2007496,1562452,AlPatch_1_1,2843.9323816435,2844.0262028096
0,2007495,1562452,AlPatch_1_1,2843.9323816435,2844.0220236841
0,2007854,1540700,AlPatch_0_0,10310.762651909,10310.853001407
0,2007853,1540700,AlPatch_0_0,10310.762651909,10310.860893604
0,2007976,1534561,AlPatch_2_0,3176.082028053,3176.1800487117
0,2007975,1534561,AlPatch_2_0,3176.082028053,3176.1766537679
0,2008190,1519835,AlPatch_0_1,15575.453514338,15575.551822387
0,2008189,1519835,AlPatch_0_1,15575.453514338,15575.546327153
0,2008230,1516033,AlPatch_1_1,13059.482508872,13059.572495026
0,2008229,1516033,AlPatch_1_1,13059.482508872,13059.568534462
0,2008434,1505344,AlPatch_1_0,10570.066388833,10570.156969566
0,2008433,1505344,AlPatch_1_0,10570.066388833,10570.158570721
0,2008538,1499483,AlPatch_1_1,1087.9722403352,1088.0623768949
0,2008537,1499483,AlPatch_1_1,1087.9722403352,1088.067708183
0,2008826,1483375,AlPatch_2_1,2541.9219191038,2542.0082138756
0,2008825,1483375,AlPatch_2_1,2541.9219191038,2542.0141833382
0,2009116,1464628,AlPatch_2_1,6372.4904407066,6372.5959386133
0,2009115,1464628,AlPatch_2_1,6372.4904407066,6372.5765748624
0,2009152,1462949,AlPatch_2_0,257.61452150742,257.70364503229
0,2009151,1462949,AlPatch_2_0,257.61452150742,257.71446184511
0,2009212,1459725,AlPatch_1_0,1701.8844586669,1701.9729321559
0,2009211,1459725,AlPatch_1_0,1701.8844586669,1701.970620858
0,2009368,1450054,AlPatch_1_1,15092.172083597,15092.271647931
0,2009367,1450054,AlPatch_1_1,15092.172083597,15092.271896326
0,2009426,1447214,AlPatch_2_0,9646.1569992037,9646.2554521693
0,2009425,1447214,AlPatch_2_0,9646.1569992037,9646.2507433149
0,2009598,1438195,AlPatch_0_0,2165.2580888057,2165.3436308593
0,2009597,1438195,AlPatch_0_0,2165.2580888057,2165.3434115261
0,2009748,1429530,AlPatch_2_0,16123.187201279,16123.275946407
0,2009747,1429530,AlPatch_2_0,16123.187201279,16123.285311615
0,2009936,1420177,AlPatch_2_0,292.43884658384,292.53058856596
0,2009935,1420177,AlPatch_2_0,292.43884658384,292.53002152748
0,2010126,1409267,AlPatch_2_0,7919.420351226,7919.5209426687
0,2010125,1409267,AlPatch_2_0,7919.420351226,7919.5148232826
0,2010242,1401359,AlPatch_1_0,19104.812627258,19104.899751884
0,2010241,1401359,AlPatch_1_0,19104.812627258,19104.899192744
0,2010364,1393591,AlPatch_2_1,17205.943764327,17206.04764276
0,2010363,1393591,AlPatch_2_1,17205.943764327,17206.029779011
0,2010710,1371924,AlPatch_0_1,15002.94312528,15003.029400175
0,2010709,1371924,AlPatch_0_1,15002.94312528,15003.034615175
0,2010762,1369251,AlPatch_0_0,1116.7719289038,1116.8617909741
0,2010761,1369251,AlPatch_0_0,1116.7719289038,1116.8707059411
0,2011032,1351280,AlPatch_0_1,7649.7157762791,7649.8042567654
0,2011031,1351280,AlPatch_0_1,7649.7157762791,7649.813734103
0,2011116,1347340,AlPatch_1_0,10191.12547561,10191.211600258
0,2011115,1347340,AlPatch_1_0,10191.12547561,10191.215167439
0,2011176,1342978,AlPatch_1_0,2512.8664216488,2512.9616879603
0,2011175,1342978,AlPatch_1_0,2512.8664216488,2512.9626086653
0,2011454,1325816,AlPatch_2_0,629.66300698878,629.76079423392
0,2011453,1325816,AlPatch_2_0,629.66300698878,629.7543073029
0,2011504,1322670,AlPatch_2_0,848.21412891466,848.31281507601
0,2011503,1322670,AlPatch_2_0,848.21412891466,848.31208067681
0,2011552,1320278,AlPatch_0_1,5627.5034674292,5627.6010819466
0,2011551,1320278,AlPatch_0_1,5627.5034674292,5627.5980865445
0,2011642,1315570,AlPatch_2_0,5231.9156271304,5232.0217210108
0,2011641,1315570,AlPatch_2_0,5231.9156271304,5232.0183588382
0,2011724,1310450,AlPatch_1_1,9609.6977674218,9609.7841858503
0,2011723,1310450,AlPatch_1_1,9609.6977674218,9609.7990785917
0,2012818,1245773,AlPatch_1_0,18500.939369119,18501.040807663
0,2012817,1245773,AlPatch_1_0,18500.939369119,18501.02469297
0,2012942,1237952,AlPatch_2_0,10023.600867893,10023.686879145
0,2012941,1237952,AlPatch_2_0,10023.600867893,10023.706778836
0,2013018,1233199,AlPatch_1_1,1470.501196795,1470.5977438436
0,2013017,1233199,AlPatch_1_1,1470.501196795,1470.6000750747
0,2013438,1207015,AlPatch_0_0,17173.045982215,17173.135852571
0,2013437,1207015,AlPatch_0_0,17173.045982215,17173.13835041
0,2013538,1201768,AlPatch_2_0,1849.3541904782,1849.4404512731
0,2013537,1201768,AlPatch_2_0,1849.3541904782,1849.4409029942
0,2014220,1157168,AlPatch_0_1,4474.6950641227,4474.7937614376
0,2014219,1157168,AlPatch_0_1,4474.6950641227,4474.7875115134
0,2014370,1148572,AlPatch_2_0,795.21901528202,795.3191790289
0,2014369,1148572,AlPatch_2_0,795.21901528202,795.3086133902
0,2014554,1139357,AlPatch_2_0,648.04884801787,648.14294459791
0,2014553,1139357,AlPatch_2_0,648.04884801787,648.14297996952
0,2014986,1113212,AlPatch_2_0,15262.644636315,15262.734733592
0,2014985,1113212,AlPatch_2_0,15262.644636315,15262.745736529
0,2015140,1104548,AlPatch_1_0,10267.518655138,10267.614085567
0,2015139,1104548,AlPatch_1_0,10267.518655138,10267.604668617
0,2015266,1096717,AlPatch_0_0,8208.6301412672,8208.7242747443
0,2015265,1096717,AlPatch_0_0,8208.6301412672,8208.7257736762
0,2015328,1093207,AlPatch_2_1,4986.3376989566,4986.4370907278
0,2015327,1093207,AlPatch_2_1,4986.3376989566,4986.4399187753
0,2015602,1077993,AlPatch_0_1,15767.333977672,15767.430073316
0,2015601,1077993,AlPatch_0_1,15767.333977672,15767.426621641
0,2015710,1072941,AlPatch_2_0,17554.368419046,17554.466965088
0,2015709,1072941,AlPatch_2_0,17554.368419046,17554.459586369
0,2016392,1031245,AlPatch_2_0,4906.8066548415,4906.8994267874
0,2016391,1031245,AlPatch_2_0,4906.8066548415,4906.8980468732
0,2016642,1013867,AlPatch_2_0,13566.556908982,13566.653003766
0,2016641,1013867,AlPatch_2_0,13566.556908982,13566.642692976
0,2016686,1011251,AlPatch_0_1,7116.7209098077,7116.8082771211
0,2016685,1011251,AlPatch_0_1,7116.7209098077,7116.8177441914
0,2016866,1000934,AlPatch_1_0,10620.864786646,10620.955085724
0,2016865,1000934,AlPatch_1_0,10620.864786646,10620.966256606
0,2016928,997697,AlPatch_1_0,996.65717900242,996.74720372124
0,2016927,997697,AlPatch_1_0,996.65717900242,996.75164279954
0,2017206,981329,AlPatch_0_1,2562.6508131575,2562.740320822
0,2017205,981329,AlPatch_0_1,2562.6508131575,2562.7502244681
0,2017358,973824,AlPatch_0_1,9872.824464455,9872.911024932
0,2017357,973824,AlPatch_0_1,9872.824464455,9872.9109824714
0,2017426,969635,AlPatch_1_0,15400.401082012,15400.492475186
0,2017425,969635,AlPatch_1_0,15400.401082012,15400.498426898
0,2017428,969505,AlPatch_1_1,9295.2292540852,9295.3343522032
0,2017427,969505,AlPatch_1_1,9295.2292540852,9295.3156674089
