Event,Track,Parent,Patch,Creation Time [ns],Death Time [ns]
0,400032,397837,AlPatch_2_0,519.26384709457,519.35762280315
0,400031,397837,AlPatch_2_0,519.26384709457,519.36488937219
0,400092,394006,AlPatch_2_0,12420.561451467,12420.655725634
0,400091,394006,AlPatch_2_0,12420.561451467,12420.653452969
0,400226,387535,AlPatch_2_0,6922.2519046678,6922.3432679148
0,400225,387535,AlPatch_2_0,6922.2519046678,6922.3417609957
0,400276,384596,AlPatch_0_1,10468.699125376,10468.788655047
0,400275,384596,AlPatch_0_1,10468.699125376,10468.789451124
0,400320,381744,AlPatch_0_1,4498.2369133354,4498.3257291795
0,400319,381744,AlPatch_0_1,4498.2369133354,4498.3360852791
0,400646,361654,AlPatch_2_0,455.2054181165,455.29247507116
0,400645,361654,AlPatch_2_0,455.2054181165,455.2926157869
0,400734,357757,AlPatch_2_0,11353.181004104,11353.269558835
0,400733,357757,AlPatch_2_0,11353.181004104,11353.27722602
0,400798,353599,AlPatch_2_1,3014.7214757726,3014.8224317772
0,400797,353599,AlPatch_2_1,3014.7214757726,3014.8114532355
0,400994,340448,AlPatch_0_1,2567.9522409903,2568.046582066
0,400993,340448,AlPatch_0_1,2567.9522409903,2568.0422497171
0,401004,340103,AlPatch_1_0,13946.012155524,13946.108958368
0,401003,340103,AlPatch_1_0,13946.012155524,13946.10351739
0,401414,312608,AlPatch_1_1,6754.7212668052,6754.8145326613
0,401413,312608,AlPatch_1_1,6754.7212668052,6754.8189213571
0,401472,307793,AlPatch_2_0,251.05663802773,251.14681190986
0,401471,307793,AlPatch_2_0,251.05663802773,251.14924243175
0,401632,297245,AlPatch_0_0,915.08551215506,915.1727371878
0,401631,297245,AlPatch_0_0,915.08551215506,915.18505213262
0,401634,297191,AlPatch_2_0,4369.1078394485,4369.2040059855
0,401633,297191,AlPatch_2_0,4369.1078394485,4369.1992873602
0,402094,270761,AlPatch_2_1,3023.9887419634,3024.080169148
0,402093,270761,AlPatch_2_1,3023.9887419634,3024.0809441985
0,402150,267307,AlPatch_2_0,503.89756916917,503.99565254837
0,402149,267307,AlPatch_2_0,503.89756916917,503.98911067055
0,402636,238233,AlPatch_2_0,8802.9203890289,8803.0239922409
0,402635,238233,AlPatch_2_0,8802.9203890289,8803.0204220611
0,402784,229158,AlPatch_1_0,7443.2253402936,7443.3152808051
0,402783,229158,AlPatch_1_0,7443.2253402936,7443.3209440528
0,402948,220061,AlPatch_2_0,371.96787373243,372.0576287235
0,402947,220061,AlPatch_2_0,371.96787373243,372.05350302835
0,403098,211105,AlPatch_1_1,12041.004944749,12041.095855123
0,403097,211105,AlPatch_1_1,12041.004944749,12041.100469479
0,403814,170187,AlPatch_2_1,4798.0022494865,4798.1013178131
0,403813,170187,AlPatch_2_1,4798.0022494865,4798.0919837403
0,403884,166912,AlPatch_2_0,8249.1711718145,8249.264997541
0,403883,166912,AlPatch_2_0,8249.1711718145,8249.2685966569
0,403914,164627,AlPatch_2_1,12393.302467945,12393.389387401
0,403913,164627,AlPatch_2_1,12393.302467945,12393.389217395
0,404026,159577,AlPatch_2_0,254.93547849091,255.03838734907
0,404025,159577,AlPatch_2_0,254.93547849091,255.02656087908
0,404172,152651,AlPatch_0_1,14306.075143474,14306.165172747
0,404171,152651,AlPatch_0_1,14306.075143474,14306.169590664
0,404236,150011,AlPatch_0_1,1971.1726559056,1971.2646341203
0,404235,150011,AlPatch_0_1,1971.1726559056,1971.271792055
0,404274,147577,AlPatch_2_0,13210.710590385,13210.802106462
0,404273,147577,AlPatch_2_0,13210.710590385,13210.805013348
0,404664,124675,AlPatch_0_0,8813.7185218556,8813.8162590585
0,404663,124675,AlPatch_0_0,8813.7185218556,8813.8214548377
0,405180,98099,AlPatch_0_1,11813.169221003,11813.26329893
0,405179,98099,AlPatch_0_1,11813.169221003,11813.266247344
0,405316,89809,AlPatch_2_1,20738.967467529,20739.062130578
0,405315,89809,AlPatch_2_1,20738.967467529,20739.06059137
0,405364,87369,AlPatch_0_0,2156.3974521044,2156.4994474243
0,405363,87369,AlPatch_0_0,2156.3974521044,2156.487152112
0,405380,86096,AlPatch_1_1,9922.7065555376,9922.793616006
0,405379,86096,AlPatch_1_1,9922.7065555376,9922.8008613305
0,405428,84706,AlPatch_0_0,1937.24363673,1937.3309418314
0,405427,84706,AlPatch_0_0,1937.24363673,1937.3392136446
0,405488,82627,AlPatch_1_1,14148.678353089,14148.77902913
0,405487,82627,AlPatch_1_1,14148.678353089,14148.777682106
0,405930,54845,AlPatch_1_1,3572.3971670455,3572.5021773636
0,405929,54845,AlPatch_1_1,3572.3971670455,3572.484077546
0,406140,44638,AlPatch_2_1,2563.8534357847,2563.9411638852
0,406139,44638,AlPatch_2_1,2563.8534357847,2563.9474185633
0,406328,34527,AlPatch_2_0,253.91669190754,254.00846809435
0,406327,34527,AlPatch_2_0,253.91669190754,254.01733115212
0,406470,26248,AlPatch_1_0,16261.227268494,16261.313154335
0,406469,26248,AlPatch_1_0,16261.227268494,16261.313302215
0,406582,19492,AlPatch_2_0,3471.7941944857,3471.8807059708
0,406581,19492,AlPatch_2_0,3471.7941944857,3471.8811823839
0,406732,8573,AlPatch_2_1,7746.9550999822,7747.0575230591
0,406731,8573,AlPatch_2_1,7746.9550999822,7747.0404537936
