Job,Event,Track,Parent,Patch,Creation Time [ns],Death Time [ns]
0,0,62506,62266,AlPatch_2_1,14605.067234737,14605.154275597
0,0,62505,62266,AlPatch_2_1,14605.067234737,14605.155915355
0,0,62668,58928,AlPatch_2_0,45748.871275163,45748.961344158
0,0,62667,58928,AlPatch_2_0,45748.871275163,45748.966071428
0,0,62696,58219,AlPatch_1_1,89828.782302254,89828.869298385
0,0,62695,58219,AlPatch_1_1,89828.782302254,89828.883610634
0,0,62780,56630,AlPatch_0_1,100245.22926763,100245.31493536
0,0,62779,56630,AlPatch_0_1,100245.22926763,100245.31590704
0,0,63380,42770,AlPatch_1_0,24095.946917682,24096.038889285
0,0,63379,42770,AlPatch_1_0,24095.946917682,24096.036409481
0,0,63558,39921,AlPatch_2_1,20954.554337908,20954.644407751
0,0,63557,39921,AlPatch_2_1,20954.554337908,20954.643867383
0,0,63776,35006,AlPatch_1_0,36043.120272435,36043.216795307
0,0,63775,35006,AlPatch_1_0,36043.120272435,36043.216311708
0,0,64294,24614,AlPatch_2_1,28699.174626682,28699.266926089
0,0,64293,24614,AlPatch_2_1,28699.174626682,28699.267944316
0,0,64302,24506,AlPatch_1_1,19820.901325932,19820.987506936
0,0,64301,24506,AlPatch_1_1,19820.901325932,19820.986759028
0,0,64710,15958,AlPatch_1_1,93996.756440305,93996.856452215
0,0,64709,15958,AlPatch_1_1,93996.756440305,93996.850233123
0,0,64992,10998,AlPatch_1_1,86078.560380932,86078.646617409
0,0,64991,10998,AlPatch_1_1,86078.560380932,86078.662269484
0,0,65090,8683,AlPatch_1_0,16778.685318424,16778.78223195
0,0,65089,8683,AlPatch_1_0,16778.685318424,16778.776971795
0,0,65454,1208,AlPatch_0_1,11963.489781253,11963.576887559
0,0,65453,1208,AlPatch_0_1,11963.489781253,11963.576238756
10,0,63050,49502,AlPatch_1_1,17216.041438215,17216.127330824
10,0,63049,49502,AlPatch_1_1,17216.041438215,17216.143358207
10,0,63124,48424,AlPatch_2_0,64356.072124605,64356.170318738
10,0,63123,48424,AlPatch_2_0,64356.072124605,64356.160017204
10,0,63206,46776,AlPatch_0_1,34999.007156274,34999.101964984
10,0,63205,46776,AlPatch_0_1,34999.007156274,34999.103726548
10,0,63294,43971,AlPatch_0_0,53251.941826107,53252.030431642
10,0,63293,43971,AlPatch_0_0,53251.941826107,53252.043831649
10,0,63514,40339,AlPatch_1_1,3193.133734335,3193.2346087954
10,0,63513,40339,AlPatch_1_1,3193.133734335,3193.2280378097
10,0,64124,27973,AlPatch_2_1,41003.059411256,41003.162125882
10,0,64123,27973,AlPatch_2_1,41003.059411256,41003.158466581
10,0,64166,27131,AlPatch_0_1,7253.5039430351,7253.5953312108
10,0,64165,27131,AlPatch_0_1,7253.5039430351,7253.5961676421
10,0,64302,24823,AlPatch_1_0,35168.340778842,35168.445118988
10,0,64301,24823,AlPatch_1_0,35168.340778842,35168.428934874
10,0,64328,24410,AlPatch_0_0,78901.982745596,78902.069347371
10,0,64327,24410,AlPatch_0_0,78901.982745596,78902.070955073
10,0,64442,21808,AlPatch_2_0,60656.609862042,60656.712689069
10,0,64441,21808,AlPatch_2_0,60656.609862042,60656.696027444
10,0,64622,17578,AlPatch_2_1,27913.51557902,27913.604567912
