Event,Track,Parent,Patch,Creation Time [ns],Death Time [ns]
0,250244,245351,AlPatch_2_0,4863.6363354781,4863.730952661
0,250243,245351,AlPatch_2_0,4863.6363354781,4863.7316410857
0,251568,215950,AlPatch_2_0,82848.415903809,82848.51099008
0,251567,215950,AlPatch_2_0,82848.415903809,82848.515604874
0,251674,213946,AlPatch_2_1,55186.085331667,55186.171434752
0,251673,213946,AlPatch_2_1,55186.085331667,55186.19253337
0,251690,213555,AlPatch_2_1,78505.740348927,78505.825994593
0,251689,213555,AlPatch_2_1,78505.740348927,78505.826284404
0,251798,210837,AlPatch_1_1,16787.855939333,16787.945179028
0,251797,210837,AlPatch_1_1,16787.855939333,16787.958520508
0,252022,206290,AlPatch_0_0,82976.446183929,82976.547910485
0,252021,206290,AlPatch_0_0,82976.446183929,82976.532456311
0,252180,203564,AlPatch_2_1,37034.071546961,37034.158933964
0,252179,203564,AlPatch_2_1,37034.071546961,37034.163827125
0,252280,201289,AlPatch_0_0,82366.992784613,82367.087533616
0,252279,201289,AlPatch_0_0,82366.992784613,82367.086781025
0,252350,199766,AlPatch_0_1,60824.058831367,60824.153600053
0,252349,199766,AlPatch_0_1,60824.058831367,60824.161251868
0,252364,199630,AlPatch_2_1,37075.695681878,37075.797941882
0,252363,199630,AlPatch_2_1,37075.695681878,37075.798039933
0,252390,198965,AlPatch_0_0,5695.2176894574,5695.3043888527
0,252389,198965,AlPatch_0_0,5695.2176894574,5695.3192682834
0,252522,196334,AlPatch_2_0,929.70474284849,929.79148707443
0,252521,196334,AlPatch_2_0,929.70474284849,929.79159205158
0,252704,192690,AlPatch_0_0,6219.2329392508,6219.3266789698
0,252703,192690,AlPatch_0_0,6219.2329392508,6219.3235000918
0,252830,190007,AlPatch_2_0,10577.698793057,10577.797219722
0,252829,190007,AlPatch_2_0,10577.698793057,10577.787138695
0,253378,178215,AlPatch_0_1,12299.623273116,12299.722787507
0,253377,178215,AlPatch_0_1,12299.623273116,12299.72302989
0,253456,176366,AlPatch_2_1,6478.4857657108,6478.583480841
0,253455,176366,AlPatch_2_1,6478.4857657108,6478.5761956383
0,253556,174731,AlPatch_1_1,55543.585646002,55543.674058368
0,253555,174731,AlPatch_1_1,55543.585646002,55543.673950929
0,253876,167996,AlPatch_0_0,105462.77756282,105462.8642456
0,253875,167996,AlPatch_0_0,105462.77756282,105462.86340756
0,254090,164339,AlPatch_2_1,14060.997690427,14061.08332398
0,254089,164339,AlPatch_2_1,14060.997690427,14061.101836446
0,254094,164310,AlPatch_1_1,47500.066972715,47500.169886746
0,254093,164310,AlPatch_1_1,47500.066972715,47500.156247733
0,254260,160119,AlPatch_1_1,32081.728191187,32081.82970421
0,254259,160119,AlPatch_1_1,32081.728191187,32081.82351787
0,254276,159824,AlPatch_1_0,61064.665044175,61064.758640438
0,254275,159824,AlPatch_1_0,61064.665044175,61064.754940259
0,254476,156244,AlPatch_0_1,79828.107901952,79828.207224637
0,254475,156244,AlPatch_0_1,79828.107901952,79828.199979718
0,254534,155133,AlPatch_0_1,23961.424746964,23961.514168868
0,254533,155133,AlPatch_0_1,23961.424746964,23961.516026907
0,254648,152597,AlPatch_0_0,24957.603607734,24957.691691018
0,254647,152597,AlPatch_0_0,24957.603607734,24957.70333754
0,254668,151991,AlPatch_2_1,25037.308920551,25037.408724121
0,254667,151991,AlPatch_2_1,25037.308920551,25037.409626966
0,254726,150762,AlPatch_0_1,37734.528867867,37734.616714013
0,254725,150762,AlPatch_0_1,37734.528867867,37734.618841259
0,255084,144577,AlPatch_0_1,4491.6453728129,4491.7332930893
0,255083,144577,AlPatch_0_1,4491.6453728129,4491.740908581
0,255280,140504,AlPatch_1_0,1316.3535309581,1316.4445487695
0,255279,140504,AlPatch_1_0,1316.3535309581,1316.4531620007
0,255374,138096,AlPatch_2_1,9571.5550565395,9571.6423809293
0,255373,138096,AlPatch_2_1,9571.5550565395,9571.6543720404
0,255604,133085,AlPatch_0_0,8054.1576526279,8054.2552136358
0,255603,133085,AlPatch_0_0,8054.1576526279,8054.2511961722
0,255674,131930,AlPatch_0_1,135579.90889299,135580.00830057
0,255673,131930,AlPatch_0_1,135579.90889299,135580.0072388
0,255694,131464,AlPatch_1_1,21366.330199886,21366.423404066
0,255693,131464,AlPatch_1_1,21366.330199886,21366.421270031
0,255720,130908,AlPatch_0_0,33081.974729394,33082.070450498
0,255719,130908,AlPatch_0_0,33081.974729394,33082.069859473
0,255846,128368,AlPatch_2_0,52130.231943325,52130.328779935
0,255845,128368,AlPatch_2_0,52130.231943325,52130.328622431
0,256070,124523,AlPatch_0_1,25115.790467126,25115.885724762
0,256069,124523,AlPatch_0_1,25115.790467126,25115.882573029
0,256304,119548,AlPatch_2_1,3047.9625427245,3048.0535870123
0,256303,119548,AlPatch_2_1,3047.9625427245,3048.0511580989
0,256772,110523,AlPatch_2_1,12097.694209526,12097.787188468
0,256771,110523,AlPatch_2_1,12097.694209526,12097.786840525
0,256848,108612,AlPatch_1_0,1647.9169609432,1648.0030716581
0,256847,108612,AlPatch_1_0,1647.9169609432,1648.0027682091
0,257434,97449,AlPatch_2_0,70956.734842388,70956.831318296
0,257433,97449,AlPatch_2_0,70956.734842388,70956.828690686
0,257660,93116,AlPatch_0_1,60944.09153631,60944.182190683
