Event,Track,Parent,Patch,Creation Time [ns],Death Time [ns]
0,2000354,1977184,AlPatch_0_0,19444.39957729,19444.496507357
0,2000353,1977184,AlPatch_0_0,19444.39957729,19444.491361398
0,2000566,1966196,AlPatch_2_0,18187.877315192,18187.96447014
0,2000565,1966196,AlPatch_2_0,18187.877315192,18187.965377302
0,2000720,1955706,AlPatch_1_1,8697.2727940933,8697.3701246067
0,2000719,1955706,AlPatch_1_1,8697.2727940933,8697.3687941111
0,2000730,1955311,AlPatch_1_0,11891.179480239,11891.265412522
0,2000729,1955311,AlPatch_1_0,11891.179480239,11891.269359008
0,2000978,1942737,AlPatch_1_1,5232.7214468012,5232.8128421348
0,2000977,1942737,AlPatch_1_1,5232.7214468012,5232.8124259964
0,2000998,1941632,AlPatch_1_0,869.81374225131,869.91571896879
0,2000997,1941632,AlPatch_1_0,869.81374225131,869.91105966324
0,2001258,1926599,AlPatch_2_1,2692.9221760252,2693.0206178555
0,2001257,1926599,AlPatch_2_1,2692.9221760252,2693.0227063853
0,2001312,1923227,AlPatch_2_0,459.9647174637,460.0517988843
0,2001311,1923227,AlPatch_2_0,459.9647174637,460.05947161792
0,2001678,1899558,AlPatch_2_0,2010.6521372958,2010.7558132205
0,2001677,1899558,AlPatch_2_0,2010.6521372958,2010.7512203452
0,2001798,1891760,AlPatch_2_0,1507.4534037738,1507.5393414534
0,2001797,1891760,AlPatch_2_0,1507.4534037738,1507.5585927699
0,2002314,1859927,AlPatch_2_0,2536.0602457904,2536.1629501566
0,2002313,1859927,AlPatch_2_0,2536.0602457904,2536.1496458122
0,2003018,1817328,AlPatch_0_1,9022.5648626999,9022.6599174178
0,2003017,1817328,AlPatch_0_1,9022.5648626999,9022.6580101537
0,2003332,1800821,AlPatch_2_1,8904.9450449867,8905.0402258635
0,2003331,1800821,AlPatch_2_1,8904.9450449867,8905.0401266369
0,2003538,1789029,AlPatch_1_0,9521.3919329201,9521.4829457062
0,2003537,1789029,AlPatch_1_0,9521.3919329201,9521.4860359236
0,2003580,1786934,AlPatch_1_0,3763.3686972891,3763.4632263522
0,2003579,1786934,AlPatch_1_0,3763.3686972891,3763.4646209249
0,2003666,1781502,AlPatch_2_1,3716.0594114401,3716.1488901722
0,2003665,1781502,AlPatch_2_1,3716.0594114401,3716.1487725831
0,2003762,1775998,AlPatch_2_0,10933.600948011,10933.688141965
0,2003761,1775998,AlPatch_2_0,10933.600948011,10933.687642943
0,2003796,1774088,AlPatch_0_0,8818.4228532541,8818.5116091409
0,2003795,1774088,AlPatch_0_0,8818.4228532541,8818.523271118
0,2004026,1760864,AlPatch_1_0,6333.9685901312,6334.055342912
0,2004025,1760864,AlPatch_1_0,6333.9685901312,6334.0549601077
0,2004296,1746000,AlPatch_1_0,14031.611604089,14031.710496241
0,2004295,1746000,AlPatch_1_0,14031.611604089,14031.702863984
0,2004522,1732388,AlPatch_1_1,3822.1207536427,3822.2072755273
0,2004521,1732388,AlPatch_1_1,3822.1207536427,3822.2234315822
0,2004630,1725899,AlPatch_0_0,8723.2976722396,8723.3924537881
0,2004629,1725899,AlPatch_0_0,8723.2976722396,8723.3873359682
0,2005088,1699376,AlPatch_1_0,3718.7941749394,3718.8885391641
0,2005087,1699376,AlPatch_1_0,3718.7941749394,3718.883171367
0,2005128,1695734,AlPatch_1_0,6378.2982406131,6378.392308895
0,2005127,1695734,AlPatch_1_0,6378.2982406131,6378.3919795985
0,2005308,1684847,AlPatch_0_1,10702.756782486,10702.854587258
0,2005307,1684847,AlPatch_0_1,10702.756782486,10702.848979729
0,2005316,1684324,AlPatch_0_0,4356.5131291804,4356.6106609121
0,2005315,1684324,AlPatch_0_0,4356.5131291804,4356.6058627088
0,2005398,1680070,AlPatch_2_1,2894.0006146057,2894.0990913303
0,2005397,1680070,AlPatch_2_1,2894.0006146057,2894.0997777671
0,2005634,1667684,AlPatch_2_1,12241.520064311,12241.61727833
0,2005633,1667684,AlPatch_2_1,12241.520064311,12241.608299234
0,2005854,1654047,AlPatch_2_0,4678.317458703,4678.4092591311
0,2005853,1654047,AlPatch_2_0,4678.317458703,4678.4123409223
0,2005912,1650499,AlPatch_2_0,702.42995686545,702.51876209378
0,2005911,1650499,AlPatch_2_0,702.42995686545,702.52104173821
0,2006142,1638439,AlPatch_1_1,6645.4971128602,6645.5990952821
0,2006141,1638439,AlPatch_1_1,6645.4971128602,6645.5963790062
